TANGGAL;TN;TX;TAVG;RH_AVG;RR;SS
17/01/2017;24;31,9;27;87;0;0,4
18/01/2017;24,1;31,2;27,2;84;0;3,2
19/01/2017;24,1;30,8;26,6;86;2,360854001;6,4
20/01/2017;24,2;26,8;24,7;96;3,005682604;4,4
21/01/2017;23,6;29,7;26,4;89;3,594568775;1,5
22/01/2017;24,2;29,6;26,6;90;2,76000994;4
23/01/2017;24;27,7;25,3;94;2,833213344;1,7
24/01/2017;23,8;27,3;24,7;95;4,185098925;0,5
25/01/2017;23;28,3;25,7;90;3,206803244;0
26/01/2017;23,2;29,9;27;86;1,526056303;0,3
27/01/2017;24;29,8;27,2;81;0,182321557;1,2
28/01/2017;24,6;29;26,3;86;0;5,4
29/01/2017;24,4;26,2;25,5;91;1,686398954;0,6
30/01/2017;24,2;30,6;26,7;84;0,336472237;0,2
31/01/2017;24;30,2;26,5;82;0;3,8
02/01/2017;23,9;30;27,3;79;0;3,4
02/02/2017;25;29,4;26,9;81;0;3,8
02/03/2017;24,6;31,9;27,6;81;0;0,5
02/04/2017;24;31,9;27,5;82;0;8,7
02/05/2017;24;32,5;27,8;82;0;6,6
02/06/2017;25,1;32,1;27,8;81;0;6,2
02/07/2017;25,3;30,6;26,2;88;0;7,8
02/08/2017;24,2;30,3;26,9;81;2,442347035;2,3
02/09/2017;25;31,1;27,4;74;0,641853886;4,9
02/10/2017;24,4;30,8;27,6;74;0;5,7
02/11/2017;24,6;31,3;27,7;74;0;10
02/12/2017;25,7;29,8;26,7;82;0;6
13/02/2017;25,5;30,2;27,4;80;2,219203484;4,7
14/02/2017;25,4;30;27;81;0,405465108;6,6
15/02/2017;25,2;30,9;27,1;77;0,530628251;4,95
16/02/2017;25,2;29,1;26,4;82;0;3,3
17/02/2017;24;30,7;26,9;80;1,280933845;4,2
18/02/2017;24;30,9;27,3;82;0;9,5
19/02/2017;25;30,7;27,4;81;0;2,9
20/02/2017;24,8;31,6;27,4;80;0;9,7
21/02/2017;24,8;31,3;27,6;81;0;9,7
22/02/2017;24,9;31,6;27,1;83;0;6,8
23/02/2017;24,2;31,2;26,4;87;0;2,7
24/02/2017;24;28,6;24,7;96;3,27336401;5,5
25/02/2017;22,4;31;26,9;86;4,635699391;0
26/02/2017;22,9;30;26,6;86;1,360976553;7,1
27/02/2017;23,4;30,4;27,3;82;0,741937345;5,1
28/02/2017;24,6;29,7;25,9;90;1,131402111;8,2
03/01/2017;22,6;27,4;25,1;92;4,416428061;1
03/02/2017;23;30,8;26,8;85;0,955511445;0,5
03/03/2017;24,4;30,8;27,2;82;1,193922468;5,2
03/04/2017;24;31,3;25,7;93;3,422632662;7,8
03/05/2017;24,2;30,4;27;84;4,060443011;1
03/06/2017;24,4;31,2;27,3;79;0;7,8
03/07/2017;24;29,8;26,7;82;0;10,2
03/08/2017;24;30,8;26,8;79;0;1,5
03/09/2017;23;30,6;26,8;78;0;8,5
03/10/2017;22,8;30,9;26,7;80;0;7,3
03/11/2017;23;31,8;27,3;79;0;6,6
03/12/2017;23,6;32,1;27,2;79;0;8,8
13/03/2017;24,4;32,1;27,2;86;0,993251773;6,4
14/03/2017;24,2;29,3;25,5;88;0,405465108;3,9
15/03/2017;24;32,8;27,9;77;3,983413002;0,9
16/03/2017;23,8;32,9;27,6;79;0;8,8
17/03/2017;23,6;31,6;27;86;0;7,35
18/03/2017;24,1;32;27,6;80;2,397895273;5,9
19/03/2017;24,2;31,5;27,5;81;0;9
20/03/2017;23,85;29,6;25,9;88;2,360854001;6,3
21/03/2017;23,5;33,1;28,3;77;3,086486637;1,1
22/03/2017;24,6;31,8;27,8;81;0;5,4
23/03/2017;24,5;32,7;28;80;0;6,3
24/03/2017;24,4;31,8;27,2;86;2,803360381;7,2
25/03/2017;24,6;33,6;28,7;77;3,465735903;2,5
26/03/2017;25,4;33,6;28,7;79;0;9
27/03/2017;25;33,1;28,8;77;0;7,8
28/03/2017;25,8;33,3;27,4;86;0;7
29/03/2017;24,8;30,8;26,2;89;1,029619417;0,7
30/03/2017;24,2;29,8;24,9;94;3,811097087;2,8
31/03/2017;23,7;31,4;27,6;85;3,374168709;0
04/01/2017;24,4;30,8;25,5;92;2,830267834;2,5
04/02/2017;24,2;30,2;27,3;88;1,547562509;2
04/03/2017;25;30,3;26,6;88;0,262364264;2,3
04/04/2017;23,6;31,9;28;82;1,280933845;1,4
04/05/2017;24;31,4;28,2;82;0;6,5
04/06/2017;25,8;32,4;27,9;83;0;2,3
04/07/2017;24,8;33,2;28,8;79;1,252762968;4,8
04/08/2017;25;29,2;25,6;91;0,09531018;8
04/09/2017;23,4;32,2;27,4;83;3,044522438;1,2
04/10/2017;23,9;29,9;26,2;90;2,667228207;6,7
04/11/2017;24;33;28,7;80;2,054123734;2,5
04/12/2017;24,6;31;27,3;88;1,193922468;7
13/04/2017;25,2;31,2;27,1;87;2,912350665;2,7
14/04/2017;24,9;32,5;27,9;82;0;0,2
15/04/2017;24,4;30,7;26,1;92;0;6,9
16/04/2017;23,9;31;27,3;87;3,768152635;4,3
17/04/2017;23,9;31,6;27,4;89;3,935739532;5,4
18/04/2017;25;31,4;26,4;89;1,931521412;3,8
19/04/2017;23,9;32,2;27,4;85;3,972176928;4
20/04/2017;24,4;32;26,3;91;4,04041622;5,8
21/04/2017;23,5;31,4;27,4;85;4,104294893;3,8
22/04/2017;24,6;29,6;26,2;91;1,648658626;6,4
23/04/2017;24,5;32,8;28,8;82;1,16315081;2
24/04/2017;25,4;31;26,3;92;0;9,5
25/04/2017;24;32;26,7;88;4,729156166;2,3
26/04/2017;24,2;28,7;26,7;89;4,139955073;5,7
27/04/2017;25,4;31,9;27,4;85;0,336472237;0
28/04/2017;23,8;30,5;27;88;1,974081026;6,6
29/04/2017;24,2;29,5;26,5;89;0;4,6
30/04/2017;24;33,4;27,9;83;0,336472237;0,1
05/01/2017;24,8;32,2;27,3;88;0;7,5
05/02/2017;25;30,2;27,6;90;3,261935314;5,7
